molecule_id,HOMO_eV,LUMO_eV,GAP_eV,Dipmom_Debye,Etot_eV,Etot_pos_eV,Etot_neg_eV,aEA_eV,aIP_eV
hc_c38h22_0pent_1304,-5.210,-2.203,3.008,0.081,-39713.039,-39706.781,-39714.231,-1.192,6.258
hc_c38h22_0pent_1509,-4.919,-2.442,2.477,0.091,-39712.882,-39706.952,-39714.341,-1.459,5.931
hc_c34h20_0pent_214,-5.295,-1.919,3.376,0.236,-35537.550,-35531.114,-35538.368,-0.817,6.436
hc_c42h24_0pent_5804,-4.935,-2.271,2.664,0.205,-43887.191,-43881.159,-43888.439,-1.248,6.032
hc_c38h22_0pent_1219,-4.969,-2.382,2.587,0.097,-39712.761,-39706.717,-39714.087,-1.325,6.045
hc_c42h24_0pent_81,-5.358,-1.888,3.470,0.195,-43886.655,-43880.294,-43887.590,-0.935,6.361
hc_c42h24_0pent_3625,-5.341,-1.961,3.380,0.100,-43888.289,-43881.957,-43889.294,-1.005,6.332
hc_c42h24_0pent_2212,-5.356,-1.927,3.430,0.385,-43887.737,-43881.375,-43888.711,-0.974,6.362
hc_c38h22_0pent_575,-5.348,-1.849,3.499,0.195,-39712.723,-39706.345,-39713.549,-0.826,6.378
hc_c42h24_0pent_4878,-5.014,-2.304,2.710,0.110,-43887.647,-43881.598,-43888.938,-1.290,6.049
hc_c42h24_0pent_2885,-5.225,-2.050,3.175,0.235,-43887.985,-43881.753,-43889.050,-1.066,6.232
hc_c38h22_0pent_1630,-4.815,-2.537,2.278,0.239,-39712.531,-39706.623,-39714.006,-1.475,5.908
hc_c42h24_0pent_4002,-5.217,-2.058,3.158,0.178,-43887.345,-43881.093,-43888.431,-1.086,6.252
hc_c42h24_0pent_670,-5.346,-1.834,3.512,0.076,-43887.215,-43880.868,-43888.098,-0.882,6.348
hc_c42h24_0pent_6412,-4.880,-2.478,2.403,0.129,-43887.971,-43882.078,-43889.459,-1.488,5.892
hc_c42h24_0pent_3536,-5.129,-2.113,3.017,0.036,-43887.844,-43881.721,-43888.982,-1.138,6.122
hc_c42h24_0pent_2132,-5.374,-1.896,3.478,0.067,-43888.127,-43881.760,-43889.075,-0.949,6.367
hc_c42h24_0pent_1059,-5.196,-2.080,3.116,0.362,-43887.753,-43881.543,-43888.854,-1.101,6.210
hc_c42h24_0pent_405,-5.414,-1.826,3.587,0.083,-43887.264,-43880.836,-43888.102,-0.839,6.428
hc_c42h24_0pent_6266,-4.834,-2.548,2.285,0.047,-43887.540,-43881.707,-43889.100,-1.560,5.832
hc_c42h24_0pent_3425,-5.407,-1.851,3.556,0.236,-43888.039,-43881.617,-43888.910,-0.871,6.422
hc_c34h20_0pent_373,-5.054,-2.269,2.785,0.041,-35537.641,-35531.488,-35538.843,-1.202,6.153
hc_c42h24_0pent_6375,-4.925,-2.455,2.470,0.103,-43887.965,-43882.027,-43889.432,-1.467,5.937
hc_c42h24_0pent_3767,-5.179,-2.066,3.112,0.170,-43887.726,-43881.535,-43888.803,-1.078,6.191
hc_c42h24_0pent_1213,-5.174,-2.149,3.026,0.182,-43887.984,-43881.771,-43889.109,-1.125,6.213
hc_c42h24_0pent_2768,-5.378,-1.922,3.456,0.142,-43888.682,-43882.298,-43889.619,-0.937,6.384
hc_c42h24_0pent_4418,-5.276,-1.922,3.354,0.090,-43887.626,-43881.356,-43888.586,-0.960,6.270
hc_c42h24_0pent_5597,-4.944,-2.301,2.644,0.317,-43887.491,-43881.468,-43888.764,-1.273,6.023
hc_c42h24_0pent_5496,-5.155,-2.185,2.970,0.175,-43887.819,-43881.649,-43889.013,-1.194,6.169
hc_c42h24_0pent_5882,-4.967,-2.321,2.646,0.201,-43887.800,-43881.809,-43889.129,-1.329,5.991
hc_c42h24_0pent_5924,-5.019,-2.258,2.761,0.077,-43887.864,-43881.837,-43889.128,-1.265,6.027
hc_c30h18_0pent_104,-5.252,-2.077,3.175,0.189,-31362.654,-31356.256,-31363.613,-0.959,6.398
hc_c38h22_0pent_1424,-5.000,-2.300,2.699,0.136,-39712.575,-39706.506,-39713.836,-1.261,6.069
hc_c42h24_0pent_5782,-5.127,-2.193,2.934,0.090,-43887.911,-43881.773,-43889.117,-1.206,6.138
hc_c42h24_0pent_5059,-5.126,-2.235,2.891,0.147,-43888.113,-43881.920,-43889.296,-1.183,6.193
hc_c42h24_0pent_4319,-5.255,-2.010,3.245,0.338,-43887.171,-43880.848,-43888.180,-1.009,6.323
hc_c42h24_0pent_1452,-5.330,-1.939,3.390,0.242,-43888.117,-43881.747,-43889.042,-0.925,6.370
hc_c42h24_0pent_2214,-5.385,-1.860,3.524,0.153,-43887.959,-43881.599,-43888.896,-0.937,6.359
hc_c42h24_0pent_2988,-5.436,-1.848,3.589,0.077,-43887.927,-43881.506,-43888.818,-0.891,6.421
hc_c38h22_0pent_633,-5.448,-1.852,3.596,0.247,-39713.125,-39706.631,-39713.963,-0.838,6.494
hc_c42h24_0pent_6174,-5.003,-2.159,2.844,0.359,-43887.321,-43881.191,-43888.421,-1.101,6.130
hc_c42h24_0pent_5285,-5.214,-2.135,3.080,0.029,-43888.267,-43882.055,-43889.417,-1.150,6.212
hc_c38h22_0pent_517,-5.370,-1.864,3.506,0.046,-39712.980,-39706.585,-39713.859,-0.879,6.395
hc_c42h24_0pent_4885,-5.005,-2.319,2.687,0.120,-43887.724,-43881.653,-43889.004,-1.280,6.071
hc_c42h24_0pent_3430,-5.290,-1.965,3.325,0.213,-43887.519,-43881.200,-43888.496,-0.977,6.319
hc_c42h24_0pent_2241,-5.430,-1.836,3.594,0.174,-43888.148,-43881.731,-43889.030,-0.883,6.417
hc_c42h24_0pent_392,-5.321,-1.836,3.485,0.343,-43887.139,-43880.800,-43887.956,-0.817,6.339
hc_c42h24_0pent_4194,-5.354,-1.943,3.411,0.118,-43887.987,-43881.654,-43888.985,-0.998,6.333
hc_c42h24_0pent_1307,-5.322,-1.926,3.396,0.190,-43887.474,-43881.119,-43888.416,-0.942,6.355
hc_c38h22_0pent_1166,-5.486,-1.778,3.708,0.260,-39712.863,-39706.306,-39713.611,-0.748,6.557
hc_c42h24_0pent_5195,-5.141,-2.211,2.930,0.100,-43888.244,-43882.081,-43889.449,-1.205,6.163
hc_c38h22_0pent_50,-5.480,-1.777,3.703,0.150,-39712.283,-39705.745,-39713.028,-0.744,6.538
hc_c42h24_0pent_5865,-5.010,-2.336,2.675,0.187,-43888.063,-43882.054,-43889.431,-1.368,6.009
hc_c42h24_0pent_4073,-5.354,-1.936,3.418,0.133,-43887.877,-43881.513,-43888.834,-0.957,6.364
hc_c38h22_0pent_465,-5.158,-2.086,3.072,0.213,-39712.233,-39706.040,-39713.303,-1.070,6.193
hc_c42h24_0pent_4394,-5.268,-2.009,3.259,0.124,-43887.470,-43881.181,-43888.486,-1.016,6.289
hc_c42h24_0pent_4169,-5.373,-1.930,3.444,0.104,-43888.010,-43881.626,-43888.969,-0.960,6.383
hc_c42h24_0pent_4456,-5.332,-1.893,3.439,0.320,-43887.594,-43881.232,-43888.481,-0.887,6.362
hc_c42h24_0pent_2650,-5.426,-1.789,3.638,0.220,-43887.920,-43881.458,-43888.713,-0.793,6.462
hc_c42h24_0pent_3205,-5.430,-1.853,3.577,0.102,-43888.717,-43882.302,-43889.602,-0.885,6.416
hc_c42h24_0pent_1484,-5.246,-1.960,3.286,0.018,-43887.145,-43880.894,-43888.122,-0.977,6.252
hc_c42h24_0pent_2461,-5.427,-1.869,3.558,0.105,-43888.729,-43882.309,-43889.637,-0.908,6.420
hc_c38h22_0pent_942,-5.133,-2.051,3.083,0.169,-39712.376,-39706.168,-39713.401,-1.025,6.207
hc_c42h24_0pent_4128,-5.261,-2.050,3.210,0.176,-43887.997,-43881.741,-43889.080,-1.084,6.255
hc_c38h22_0pent_1637,-4.839,-2.539,2.300,0.133,-39712.864,-39706.997,-39714.398,-1.535,5.867
hc_c42h24_0pent_5269,-5.189,-2.132,3.057,0.043,-43888.261,-43882.054,-43889.401,-1.140,6.207
hc_c38h22_0pent_616,-5.395,-1.881,3.514,0.422,-39712.846,-39706.349,-39713.657,-0.811,6.498
hc_c42h24_0pent_2498,-5.338,-1.837,3.501,0.331,-43887.729,-43881.324,-43888.584,-0.855,6.405
hc_c42h24_0pent_4600,-5.041,-2.208,2.833,0.031,-43887.749,-43881.682,-43888.930,-1.181,6.067
hc_c34h20_0pent_223,-5.363,-1.911,3.452,0.065,-35537.751,-35531.262,-35538.573,-0.822,6.489
hc_c42h24_0pent_3330,-5.247,-2.018,3.229,0.173,-43887.162,-43880.867,-43888.187,-1.025,6.296
hc_c42h24_0pent_2617,-5.287,-2.006,3.280,0.283,-43888.010,-43881.711,-43889.042,-1.032,6.299
hc_c42h24_0pent_2485,-5.273,-2.048,3.225,0.179,-43887.858,-43881.588,-43888.908,-1.050,6.269
hc_c42h24_0pent_5060,-5.196,-2.187,3.009,0.093,-43888.438,-43882.180,-43889.570,-1.132,6.257
hc_c42h24_0pent_5515,-5.029,-2.295,2.734,0.115,-43887.810,-43881.763,-43889.112,-1.301,6.048
hc_c42h24_0pent_6121,-5.116,-2.178,2.937,0.207,-43887.520,-43881.400,-43888.716,-1.197,6.120
hc_c42h24_0pent_4030,-5.353,-1.929,3.424,0.097,-43888.072,-43881.720,-43889.034,-0.962,6.352
hc_c42h24_0pent_609,-5.436,-1.755,3.681,0.205,-43887.597,-43881.152,-43888.371,-0.774,6.445
hc_c42h24_0pent_3481,-5.218,-1.991,3.227,0.383,-43887.298,-43881.028,-43888.261,-0.963,6.270
hc_c42h24_0pent_2293,-5.375,-1.860,3.515,0.109,-43888.112,-43881.760,-43889.026,-0.915,6.352
hc_c42h24_0pent_1765,-5.376,-1.929,3.447,0.267,-43888.123,-43881.743,-43889.068,-0.946,6.379
hc_c42h24_0pent_5919,-5.020,-2.342,2.678,0.083,-43888.009,-43881.961,-43889.340,-1.331,6.048
hc_c42h24_0pent_393,-5.339,-1.798,3.541,0.262,-43887.106,-43880.694,-43887.847,-0.741,6.412
hc_c30h18_0pent_78,-5.351,-1.923,3.428,0.084,-31362.363,-31355.892,-31363.207,-0.843,6.471
hc_c42h24_0pent_5611,-4.941,-2.292,2.649,0.123,-43887.025,-43881.021,-43888.287,-1.262,6.005
hc_c38h22_0pent_982,-5.295,-1.983,3.312,0.163,-39713.078,-39706.732,-39714.049,-0.971,6.346
hc_c42h24_0pent_5734,-4.971,-2.318,2.653,0.490,-43886.814,-43880.785,-43888.117,-1.303,6.028
hc_c42h24_0pent_1604,-5.198,-2.046,3.152,0.046,-43887.569,-43881.368,-43888.655,-1.085,6.201
hc_c42h24_0pent_5264,-5.286,-2.093,3.193,0.110,-43888.174,-43881.875,-43889.286,-1.111,6.300
hc_c42h24_0pent_4921,-5.052,-2.280,2.772,0.188,-43887.942,-43881.847,-43889.207,-1.266,6.095
hc_c30h18_0pent_11,-5.619,-1.639,3.979,0.093,-31362.345,-31355.568,-31362.879,-0.534,6.777
hc_c38h22_0pent_480,-5.447,-1.833,3.614,0.102,-39713.122,-39706.632,-39713.954,-0.832,6.490
hc_c42h24_0pent_115,-5.444,-1.753,3.691,0.037,-43887.172,-43880.666,-43887.818,-0.646,6.505
hc_c42h24_0pent_6381,-4.944,-2.459,2.485,0.080,-43888.239,-43882.276,-43889.705,-1.466,5.964
hc_c42h24_0pent_784,-5.229,-1.891,3.338,0.214,-43887.528,-43881.261,-43888.421,-0.893,6.267
hc_c42h24_0pent_2469,-5.364,-1.957,3.407,0.107,-43888.313,-43881.949,-43889.299,-0.986,6.364
hc_c38h22_0pent_436,-5.442,-1.804,3.639,0.087,-39713.132,-39706.652,-39713.927,-0.795,6.480
hc_c42h24_0pent_3753,-5.169,-2.090,3.079,0.140,-43887.641,-43881.462,-43888.756,-1.116,6.179
hc_c42h24_0pent_4093,-5.309,-1.958,3.351,0.126,-43887.741,-43881.427,-43888.734,-0.993,6.314
hc_c42h24_0pent_5508,-5.091,-2.268,2.823,0.216,-43888.163,-43882.057,-43889.442,-1.279,6.107
hc_c42h24_0pent_2569,-5.336,-1.942,3.394,0.324,-43887.847,-43881.473,-43888.775,-0.928,6.375
hc_c38h22_0pent_142,-5.383,-1.811,3.572,0.135,-39712.394,-39705.982,-39713.215,-0.821,6.412
hc_c38h22_0pent_604,-5.362,-1.876,3.486,0.346,-39712.856,-39706.423,-39713.683,-0.828,6.432
hc_c42h24_0pent_5632,-5.072,-2.277,2.794,0.059,-43887.975,-43881.847,-43889.226,-1.251,6.127
hc_c42h24_0pent_5199,-5.290,-2.098,3.192,0.056,-43888.565,-43882.231,-43889.658,-1.093,6.334
hc_c42h24_0pent_142,-5.523,-1.734,3.789,0.083,-43887.884,-43881.353,-43888.654,-0.769,6.531
hc_c42h24_0pent_5029,-5.110,-2.254,2.856,0.129,-43888.039,-43881.923,-43889.304,-1.265,6.116
hc_c42h24_0pent_831,-5.249,-1.970,3.279,0.277,-43887.708,-43881.474,-43888.609,-0.902,6.233
hc_c42h24_0pent_4195,-5.144,-2.154,2.989,0.106,-43887.825,-43881.689,-43889.023,-1.197,6.136
hc_c30h18_0pent_112,-5.094,-2.191,2.903,0.101,-31362.261,-31356.000,-31363.317,-1.056,6.261
hc_c42h24_0pent_1588,-5.330,-1.927,3.403,0.083,-43888.084,-43881.752,-43889.033,-0.948,6.333
hc_c42h24_0pent_2364,-5.347,-1.882,3.465,0.430,-43887.926,-43881.531,-43888.792,-0.866,6.395
hc_c34h20_0pent_216,-5.250,-1.953,3.297,0.089,-35537.424,-35531.036,-35538.265,-0.841,6.388
hc_c42h24_0pent_6346,-5.045,-2.376,2.670,0.032,-43888.296,-43882.221,-43889.668,-1.372,6.075
hc_c38h22_0pent_1385,-5.283,-2.092,3.192,0.177,-39713.295,-39706.948,-39714.346,-1.051,6.347
hc_c42h24_0pent_259,-5.462,-1.820,3.642,0.052,-43887.600,-43881.132,-43888.437,-0.837,6.468
hc_c42h24_0pent_5636,-5.090,-2.277,2.813,0.184,-43888.345,-43882.195,-43889.597,-1.252,6.151
hc_c42h24_0pent_1479,-5.309,-1.936,3.374,0.102,-43887.768,-43881.407,-43888.691,-0.923,6.361
hc_c42h24_0pent_1255,-5.520,-1.766,3.754,0.260,-43888.121,-43881.569,-43888.912,-0.791,6.552
hc_c42h24_0pent_2894,-5.332,-1.977,3.355,0.174,-43888.408,-43882.087,-43889.422,-1.014,6.322
hc_c42h24_0pent_1263,-5.446,-1.784,3.662,0.189,-43887.875,-43881.404,-43888.701,-0.825,6.471
hc_c42h24_0pent_3701,-5.257,-2.022,3.234,0.155,-43887.929,-43881.673,-43888.982,-1.054,6.256
hc_c38h22_0pent_641,-5.449,-1.855,3.594,0.143,-39713.019,-39706.497,-39713.844,-0.825,6.522
hc_c42h24_0pent_5042,-5.158,-2.208,2.950,0.044,-43888.113,-43881.916,-43889.293,-1.179,6.197
hc_c42h24_0pent_3016,-5.317,-1.991,3.326,0.143,-43888.231,-43881.912,-43889.272,-1.041,6.319
hc_c42h24_0pent_487,-5.437,-1.857,3.580,0.233,-43887.423,-43880.996,-43888.318,-0.895,6.426
hc_c42h24_0pent_5560,-5.047,-2.244,2.803,0.184,-43887.678,-43881.590,-43888.922,-1.244,6.088
hc_c42h24_0pent_6234,-4.942,-2.420,2.522,0.168,-43888.035,-43882.066,-43889.451,-1.416,5.969
hc_c42h24_0pent_2783,-5.367,-1.903,3.464,0.269,-43888.058,-43881.674,-43888.980,-0.922,6.384
hc_c42h24_0pent_742,-5.167,-1.929,3.238,0.058,-43887.237,-43880.942,-43888.070,-0.833,6.295
hc_c34h20_0pent_318,-5.259,-1.877,3.382,0.073,-35537.225,-35530.870,-35538.043,-0.818,6.355
hc_c42h24_0pent_507,-5.392,-1.755,3.637,0.051,-43887.585,-43881.189,-43888.378,-0.793,6.397
hc_c34h20_0pent_39,-5.557,-1.665,3.892,0.083,-35537.583,-35530.935,-35538.215,-0.632,6.648
hc_c42h24_0pent_4059,-5.341,-1.942,3.399,0.084,-43887.773,-43881.424,-43888.743,-0.970,6.349
hc_c42h24_0pent_5082,-5.270,-2.156,3.114,0.076,-43888.447,-43882.197,-43889.643,-1.196,6.250
hc_c42h24_0pent_2987,-5.430,-1.847,3.583,0.089,-43888.253,-43881.852,-43889.164,-0.911,6.401
hc_c42h24_0pent_3215,-5.362,-1.924,3.437,0.038,-43887.955,-43881.602,-43888.906,-0.951,6.353
hc_c42h24_0pent_3920,-5.322,-1.994,3.328,0.098,-43888.380,-43882.077,-43889.425,-1.045,6.302
hc_c42h24_0pent_6496,-4.714,-2.581,2.133,0.181,-43887.385,-43881.628,-43888.945,-1.561,5.757
hc_c42h24_0pent_5937,-4.943,-2.320,2.623,0.190,-43887.737,-43881.741,-43889.038,-1.301,5.996
hc_c38h22_0pent_260,-5.292,-1.969,3.323,0.260,-39712.628,-39706.060,-39713.505,-0.877,6.568
hc_c42h24_0pent_3294,-5.364,-1.959,3.405,0.114,-43888.316,-43881.968,-43889.323,-1.007,6.348
hc_c34h20_0pent_414,-5.123,-2.185,2.938,0.082,-35537.319,-35531.076,-35538.409,-1.090,6.244
hc_c34h20_0pent_67,-5.513,-1.675,3.838,0.106,-35537.313,-35530.696,-35537.942,-0.629,6.617
hc_c38h22_0pent_1471,-5.152,-2.170,2.982,0.172,-39712.930,-39706.695,-39714.055,-1.124,6.235
hc_c42h24_0pent_6019,-5.176,-2.185,2.991,0.140,-43888.231,-43882.035,-43889.424,-1.193,6.196
hc_c38h22_0pent_799,-5.420,-1.898,3.522,0.130,-39712.868,-39706.409,-39713.761,-0.893,6.459
hc_c30h18_0pent_40,-5.546,-1.770,3.776,0.037,-31362.801,-31356.097,-31363.442,-0.641,6.704
hc_c42h24_0pent_1303,-5.302,-1.876,3.426,0.292,-43887.496,-43881.156,-43888.374,-0.878,6.340
hc_c42h24_0pent_5090,-5.204,-2.250,2.954,0.082,-43888.273,-43882.067,-43889.548,-1.275,6.207
hc_c38h22_0pent_253,-5.275,-1.907,3.369,0.114,-39712.438,-39706.118,-39713.311,-0.873,6.320
hc_c42h24_0pent_5868,-4.963,-2.366,2.597,0.123,-43887.993,-43882.027,-43889.384,-1.391,5.966
hc_c38h22_0pent_1018,-5.237,-1.953,3.284,0.333,-39712.230,-39705.890,-39713.157,-0.927,6.339
hc_c42h24_0pent_5701,-5.212,-2.139,3.072,0.084,-43888.255,-43882.036,-43889.399,-1.144,6.219
hc_c34h20_0pent_75,-5.410,-1.738,3.672,0.036,-35537.329,-35530.836,-35538.019,-0.690,6.493
hc_c42h24_0pent_3029,-5.222,-2.126,3.096,0.056,-43887.466,-43881.258,-43888.632,-1.166,6.208
hc_c42h24_0pent_3669,-5.163,-2.162,3.001,0.069,-43888.514,-43882.373,-43889.730,-1.216,6.141
hc_c42h24_0pent_5903,-5.036,-2.331,2.705,0.041,-43888.274,-43882.171,-43889.582,-1.308,6.103
hc_c42h24_0pent_6564,-4.825,-2.502,2.323,0.211,-43887.137,-43881.272,-43888.620,-1.483,5.864
hc_c42h24_0pent_4717,-5.037,-2.316,2.721,0.060,-43888.196,-43882.147,-43889.525,-1.329,6.049
hc_c42h24_0pent_4957,-5.156,-2.194,2.962,0.144,-43888.243,-43882.039,-43889.420,-1.178,6.203
hc_c38h22_0pent_514,-5.455,-1.831,3.623,0.111,-39713.060,-39706.574,-39713.890,-0.830,6.486
hc_c42h24_0pent_1338,-5.259,-2.023,3.237,0.119,-43888.026,-43881.747,-43889.055,-1.029,6.278
hc_c42h24_0pent_3917,-5.302,-2.021,3.281,0.112,-43888.272,-43881.957,-43889.320,-1.048,6.315
hc_c34h20_0pent_328,-4.962,-2.224,2.738,0.193,-35537.031,-35530.870,-35538.133,-1.103,6.161
hc_c42h24_0pent_2294,-5.343,-1.863,3.480,0.319,-43888.152,-43881.795,-43889.042,-0.890,6.357
hc_c42h24_0pent_1554,-5.291,-1.962,3.329,0.086,-43887.417,-43881.107,-43888.342,-0.925,6.310
hc_c38h22_0pent_1517,-5.040,-2.280,2.760,0.145,-39712.435,-39706.294,-39713.650,-1.215,6.140
hc_c42h24_0pent_1472,-5.250,-1.967,3.283,0.154,-43887.037,-43880.734,-43888.007,-0.970,6.303
hc_c38h22_0pent_347,-5.049,-2.175,2.874,0.448,-39712.421,-39706.262,-39713.616,-1.195,6.158
hc_c42h24_0pent_3751,-5.143,-2.109,3.034,0.262,-43887.610,-43881.460,-43888.749,-1.140,6.150
hc_c42h24_0pent_826,-5.356,-1.881,3.474,0.333,-43887.930,-43881.416,-43888.807,-0.877,6.514
hc_c42h24_0pent_1713,-5.164,-2.024,3.140,0.175,-43887.424,-43881.268,-43888.481,-1.057,6.156
hc_c42h24_0pent_545,-5.460,-1.801,3.659,0.052,-43887.306,-43880.845,-43888.135,-0.830,6.461
hc_c42h24_0pent_396,-5.416,-1.899,3.517,0.141,-43887.191,-43880.783,-43888.136,-0.945,6.408
hc_c34h20_0pent_20,-5.500,-1.731,3.769,0.119,-35536.668,-35530.066,-35537.340,-0.672,6.602
hc_c42h24_0pent_1383,-5.374,-1.845,3.529,0.332,-43887.767,-43881.355,-43888.601,-0.833,6.413
hc_c42h24_0pent_3354,-5.353,-1.909,3.444,0.118,-43887.694,-43881.321,-43888.621,-0.927,6.373
hc_c42h24_0pent_2571,-5.373,-1.928,3.444,0.379,-43887.740,-43881.187,-43888.611,-0.870,6.553
hc_c42h24_0pent_5476,-5.194,-2.179,3.015,0.083,-43888.547,-43882.324,-43889.724,-1.177,6.223
hc_c42h24_0pent_2903,-5.263,-1.968,3.295,0.032,-43887.946,-43881.692,-43888.951,-1.005,6.254
hc_c42h24_0pent_2992,-5.138,-2.170,2.968,0.073,-43887.728,-43881.592,-43888.926,-1.198,6.135
hc_c42h24_0pent_4713,-4.982,-2.378,2.604,0.105,-43888.069,-43882.039,-43889.421,-1.352,6.030
hc_c42h24_0pent_3414,-5.294,-1.971,3.323,0.136,-43888.049,-43881.744,-43889.032,-0.983,6.305
hc_c42h24_0pent_5098,-5.154,-2.195,2.959,0.098,-43888.333,-43882.210,-43889.550,-1.217,6.123
hc_c42h24_0pent_5015,-5.133,-2.247,2.886,0.191,-43888.424,-43882.216,-43889.621,-1.197,6.207
hc_c42h24_0pent_6034,-5.074,-2.224,2.850,0.184,-43887.488,-43881.388,-43888.687,-1.199,6.100
hc_c42h24_0pent_6143,-5.205,-2.130,3.075,0.115,-43887.956,-43881.746,-43889.101,-1.145,6.209
hc_c42h24_0pent_3289,-5.412,-1.876,3.536,0.192,-43888.407,-43882.006,-43889.329,-0.922,6.401
hc_c42h24_0pent_4678,-4.918,-2.394,2.524,0.161,-43887.886,-43881.973,-43889.310,-1.424,5.913
hc_c42h24_0pent_859,-5.250,-1.963,3.286,0.110,-43887.163,-43880.883,-43888.072,-0.910,6.280
hc_c42h24_0pent_5277,-5.127,-2.116,3.011,0.085,-43887.944,-43881.837,-43889.095,-1.151,6.107
hc_c42h24_0pent_3492,-5.328,-1.934,3.394,0.463,-43887.248,-43880.876,-43888.196,-0.948,6.372
hc_c42h24_0pent_3264,-5.321,-1.955,3.366,0.096,-43888.307,-43882.007,-43889.315,-1.008,6.300
hc_c42h24_0pent_5449,-5.167,-2.070,3.096,0.517,-43887.954,-43881.706,-43888.993,-1.039,6.248
hc_c42h24_0pent_4728,-4.941,-2.364,2.577,0.250,-43887.466,-43881.474,-43888.807,-1.340,5.993
hc_c42h24_0pent_5818,-4.967,-2.323,2.644,0.168,-43887.799,-43881.811,-43889.137,-1.338,5.988
hc_c42h24_0pent_1735,-5.356,-1.927,3.429,0.103,-43887.811,-43881.440,-43888.757,-0.945,6.371
hc_c42h24_0pent_3295,-5.353,-1.964,3.390,0.212,-43888.302,-43881.969,-43889.319,-1.016,6.333
hc_c38h22_0pent_34,-5.368,-1.746,3.621,0.123,-39711.873,-39705.480,-39712.616,-0.742,6.394
hc_c42h24_0pent_1288,-5.283,-1.947,3.336,0.193,-43887.823,-43881.514,-43888.789,-0.967,6.308
hc_c38h22_0pent_886,-5.275,-1.914,3.361,0.104,-39712.131,-39705.810,-39713.037,-0.906,6.321
hc_c30h18_0pent_39,-5.314,-1.954,3.360,0.041,-31362.110,-31355.637,-31362.936,-0.825,6.473
hc_c42h24_0pent_2378,-5.302,-1.968,3.334,0.353,-43888.031,-43881.735,-43889.036,-1.005,6.296
hc_c42h24_0pent_874,-5.241,-1.919,3.321,0.481,-43887.507,-43881.189,-43888.386,-0.879,6.317
hc_c42h24_0pent_2451,-5.373,-1.945,3.428,0.220,-43888.701,-43882.338,-43889.680,-0.979,6.363
hc_c34h20_0pent_166,-5.408,-1.824,3.584,0.114,-35537.774,-35531.290,-35538.564,-0.790,6.483
hc_c42h24_0pent_6515,-4.756,-2.601,2.155,0.091,-43887.766,-43881.972,-43889.350,-1.584,5.794
hc_c42h24_0pent_4553,-5.210,-1.983,3.227,0.270,-43887.203,-43880.882,-43888.130,-0.927,6.321
hc_c42h24_0pent_195,-5.513,-1.767,3.746,0.227,-43887.716,-43881.205,-43888.528,-0.813,6.511
hc_c42h24_0pent_1058,-5.135,-2.031,3.104,0.436,-43887.489,-43881.295,-43888.481,-0.992,6.193
hc_c38h22_0pent_19,-5.426,-1.779,3.647,0.219,-39711.794,-39705.246,-39712.493,-0.699,6.548
hc_c42h24_0pent_4180,-5.471,-1.820,3.651,0.134,-43888.394,-43881.932,-43889.245,-0.851,6.462
hc_c42h24_0pent_4236,-5.325,-1.975,3.350,0.119,-43888.099,-43881.778,-43889.104,-1.005,6.321
hc_c38h22_0pent_614,-5.369,-1.857,3.512,0.143,-39713.120,-39706.724,-39713.983,-0.862,6.396
hc_c42h24_0pent_400,-5.444,-1.848,3.596,0.131,-43887.154,-43880.697,-43888.022,-0.869,6.457
hc_c42h24_0pent_3652,-5.171,-2.098,3.073,0.190,-43887.887,-43881.705,-43889.009,-1.123,6.182
hc_c38h22_0pent_697,-5.294,-1.900,3.394,0.163,-39712.743,-39706.380,-39713.616,-0.874,6.362
hc_c42h24_0pent_6142,-5.151,-2.174,2.977,0.058,-43887.899,-43881.734,-43889.085,-1.186,6.165
hc_c42h24_0pent_3789,-5.271,-2.045,3.226,0.116,-43888.249,-43881.962,-43889.302,-1.053,6.287
hc_c42h24_0pent_2391,-5.500,-1.849,3.652,0.046,-43888.681,-43882.198,-43889.572,-0.890,6.484
hc_c42h24_0pent_6419,-4.830,-2.530,2.300,0.113,-43887.683,-43881.834,-43889.223,-1.540,5.849
hc_c42h24_0pent_5480,-5.264,-2.087,3.177,0.312,-43888.209,-43881.920,-43889.287,-1.079,6.288
hc_c42h24_0pent_4817,-5.123,-2.197,2.925,0.034,-43887.947,-43881.792,-43889.137,-1.190,6.155
hc_c42h24_0pent_3686,-5.212,-2.030,3.182,0.095,-43887.949,-43881.697,-43888.976,-1.027,6.252
hc_c42h24_0pent_1381,-5.401,-1.867,3.534,0.160,-43887.875,-43881.460,-43888.767,-0.892,6.415
hc_c10h8_0pent_1,-5.953,-1.172,4.781,0.000,-10486.430,-10478.698,-10485.912,0.518,7.733
hc_c42h24_0pent_3791,-5.217,-2.101,3.116,0.060,-43888.542,-43882.320,-43889.658,-1.117,6.221
hc_c42h24_0pent_5049,-5.226,-2.106,3.119,0.337,-43888.217,-43881.951,-43889.285,-1.068,6.265
hc_c42h24_0pent_3062,-5.440,-1.847,3.592,0.046,-43888.073,-43881.648,-43888.962,-0.889,6.425
hc_c42h24_0pent_5894,-4.951,-2.365,2.586,0.102,-43887.619,-43881.644,-43888.989,-1.370,5.975
hc_c42h24_0pent_2070,-5.330,-1.969,3.361,0.162,-43888.436,-43882.128,-43889.440,-1.003,6.308
hc_c42h24_0pent_4797,-4.981,-2.363,2.618,0.164,-43887.787,-43881.786,-43889.158,-1.371,6.002
